,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
1084537,04/04/2018 23:25:00,405602,4,80,W,ML,0.385,50,100,184.0,0.0291,70.1
1086638,04/04/2018 23:30:00,401211,4,80,W,ML,0.355,60,100,169.0,0.0202,68.4
1086892,04/04/2018 23:30:00,401698,4,80,W,ML,0.62,50,0,592.0,0.0622,58.6
1088388,04/04/2018 23:30:00,405602,4,80,W,ML,0.385,50,100,172.0,0.0285,68.5
1090489,04/04/2018 23:35:00,401211,4,80,W,ML,0.355,60,100,143.0,0.0184,66.9
1090743,04/04/2018 23:35:00,401698,4,80,W,ML,0.62,50,0,462.0,0.0611,55.0
1092239,04/04/2018 23:35:00,405602,4,80,W,ML,0.385,50,100,153.0,0.0258,67.1
1094340,04/04/2018 23:40:00,401211,4,80,W,ML,0.355,60,100,124.0,0.0158,66.3
1094594,04/04/2018 23:40:00,401698,4,80,W,ML,0.62,50,0,421.0,0.0489,55.4
1096090,04/04/2018 23:40:00,405602,4,80,W,ML,0.385,50,100,146.0,0.0241,67.1
1098191,04/04/2018 23:45:00,401211,4,80,W,ML,0.355,60,100,162.0,0.0192,67.1
1098445,04/04/2018 23:45:00,401698,4,80,W,ML,0.62,50,0,560.0,0.0605,56.9
1099941,04/04/2018 23:45:00,405602,4,80,W,ML,0.385,50,100,158.0,0.0244,68.9
1102042,04/04/2018 23:50:00,401211,4,80,W,ML,0.355,60,100,135.0,0.0172,66.5
1102296,04/04/2018 23:50:00,401698,4,80,W,ML,0.62,50,0,485.0,0.0564,55.7
1103792,04/04/2018 23:50:00,405602,4,80,W,ML,0.385,50,100,139.0,0.026000000000000002,66.1
1105893,04/04/2018 23:55:00,401211,4,80,W,ML,0.355,60,100,130.0,0.0143,68.1
1106147,04/04/2018 23:55:00,401698,4,80,W,ML,0.62,50,0,441.0,0.0459,58.2
1107643,04/04/2018 23:55:00,405602,4,80,W,ML,0.385,50,100,126.0,0.0187,68.2
