,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
1086892,04/06/2018 23:30:00,401698,4,80,W,ML,0.62,50,0,659.0,0.0726,56.4
1088388,04/06/2018 23:30:00,405602,4,80,W,ML,0.385,50,100,210.0,0.0336,66.1
1090489,04/06/2018 23:35:00,401211,4,80,W,ML,0.355,60,100,241.0,0.0289,65.0
1090743,04/06/2018 23:35:00,401698,4,80,W,ML,0.62,50,0,787.0,0.0843,55.1
1092239,04/06/2018 23:35:00,405602,4,80,W,ML,0.385,50,100,231.0,0.0347,66.5
1094340,04/06/2018 23:40:00,401211,4,80,W,ML,0.355,60,100,202.0,0.0255,63.5
1094594,04/06/2018 23:40:00,401698,4,80,W,ML,0.62,50,0,690.0,0.0806,54.1
1096090,04/06/2018 23:40:00,405602,4,80,W,ML,0.385,50,100,185.0,0.0292,66.4
1098191,04/06/2018 23:45:00,401211,4,80,W,ML,0.355,60,100,242.0,0.0283,64.8
1098445,04/06/2018 23:45:00,401698,4,80,W,ML,0.62,50,0,843.0,0.0854,55.5
1099941,04/06/2018 23:45:00,405602,4,80,W,ML,0.385,50,100,225.0,0.033,68.1
1102042,04/06/2018 23:50:00,401211,4,80,W,ML,0.355,60,100,241.0,0.0286,64.8
1102296,04/06/2018 23:50:00,401698,4,80,W,ML,0.62,50,0,876.0,0.0777,55.1
1103792,04/06/2018 23:50:00,405602,4,80,W,ML,0.385,50,100,197.0,0.028999999999999998,68.3
1105893,04/06/2018 23:55:00,401211,4,80,W,ML,0.355,60,100,189.0,0.0221,65.6
1106147,04/06/2018 23:55:00,401698,4,80,W,ML,0.62,50,0,652.0,0.0683,55.6
1107643,04/06/2018 23:55:00,405602,4,80,W,ML,0.385,50,100,183.0,0.0287,67.5
